zipcode,school_district
92320,Yucaipa-Calimesa Joint Unified School District
92321,Rim of the World Unified School District
92322,Rim of the World Unified School District
92324,Colton Joint Unified School District
92325,Rim of the World Unified School District
92327,Silver Valley Unified School District
92328,Death Valley Unified School District
92332,Needles Unified School District
92333,Bear Valley Unified School District
92335,Fontana Unified School District
92336,Fontana Unified School District
92337,Fontana Unified School District
92338,Silver Valley Unified School District
92339,Redlands Unified School District
92341,Rim of the World Unified School District
92342,Victor Valley Union High School District
92344,Hesperia Unified School District
92345,Hesperia Unified School District
92346,Redlands Unified School District
92347,Barstow Unified School District
92350,Redlands Unified School District
92352,Rim of the World Unified School District
92354,Redlands Unified School District
92356,Lucerne Valley Unified School District
92358,Chaffey Joint Union High School District
92359,Redlands Unified School District
92363,Needles Unified School District
92364,Baker Valley Unified School District
92365,Silver Valley Unified School District
92368,Victor Valley Union High School District
92369,San Bernardino City Unified School District
92371,Snowline Joint Unified School District
92372,Snowline Joint Unified School District
92373,Redlands Unified School District
92374,Redlands Unified School District
92376,Rialto Unified School District
92377,Rialto Unified School District
92378,Rim of the World Unified School District
92382,Rim of the World Unified School District
92384,Death Valley Unified School District
92385,San Bernardino City Unified School District
92386,Bear Valley Unified School District
92389,Death Valley Unified School District
92391,Rim of the World Unified School District
92392,Snowline Joint Unified School District
92394,Victor Valley Union High School District
92395,Victor Valley Union High School District
92397,Snowline Joint Unified School District
92398,Silver Valley Unified School District
92399,Yucaipa-Calimesa Joint Unified School District
92401,San Bernardino City Unified School District
92404,San Bernardino City Unified School District
92405,San Bernardino City Unified School District
92407,San Bernardino City Unified School District
92408,San Bernardino City Unified School District
92410,San Bernardino City Unified School District
92411,San Bernardino City Unified School District
92415,San Bernardino City Unified School District
92501,Riverside Unified School District
92503,Alvord Unified School District
92504,Riverside Unified School District
92505,Alvord Unified School District
92506,Riverside Unified School District
92507,Riverside Unified School District
92508,Riverside Unified School District
92509,Jurupa Unified School District
92518,Moreno Valley Unified School District
92521,Riverside Unified School District
92530,Lake Elsinore Unified School District
92532,Lake Elsinore Unified School District
92536,Hemet Unified School District
92539,Hemet Unified School District
92543,Hemet Unified School District
92544,Hemet Unified School District
92545,Hemet Unified School District
92548,Perris Union High School District (9-12)
92549,Banning Unified School District
92551,Val Verde Unified School District
92553,Moreno Valley Unified School District
92555,San Jacinto Unified School District
92557,Moreno Valley Unified School District
92561,Hemet Unified School District
92562,Murrieta Valley Unified School District
92563,Murrieta Valley Unified School District
92567,Perris Union High School District (9-12)
92570,Perris Elementary School District
92571,Val Verde Unified School District
92582,San Jacinto Unified School District
92583,San Jacinto Unified School District
92584,Perris Union High School District (9-12)
92585,Perris Union High School District (9-12)
92586,Perris Union High School District (9-12)
92587,Perris Union High School District (9-12)
92590,Murrieta Valley Unified School District
92591,Temecula Valley Unified School District
92592,Temecula Valley Unified School District
92595,Lake Elsinore Unified School District
92596,Hemet Unified School District
92602,Irvine Unified School District
92603,Irvine Unified School District
92604,Irvine Unified School District
92606,Irvine Unified School District
92610,Saddleback Valley Unified School District
92612,Irvine Unified School District
92614,Irvine Unified School District
92617,Irvine Unified School District
92618,Irvine Unified School District
92620,Irvine Unified School District
92624,Capistrano Unified School District
92625,Newport-Mesa Unified School District
92626,Newport-Mesa Unified School District
92627,Newport-Mesa Unified School District
92629,Capistrano Unified School District
92630,Saddleback Valley Unified School District
92637,Saddleback Valley Unified School District
92646,Huntington Beach Union High School District
92647,Huntington Beach Union High School District
92648,Huntington Beach Union High School District
92649,Huntington Beach Union High School District
92651,Laguna Beach Unified School District
92653,Saddleback Valley Unified School District
92655,Huntington Beach Union High School District
92656,Capistrano Unified School District
92657,Newport-Mesa Unified School District
92660,Newport-Mesa Unified School District
92661,Newport-Mesa Unified School District
92662,Newport-Mesa Unified School District
92663,Newport-Mesa Unified School District
92672,Fallbrook Union Elementary School District
92673,Capistrano Unified School District
92675,Capistrano Unified School District
92676,Orange Unified School District
92677,Capistrano Unified School District
92678,Saddleback Valley Unified School District
92679,Orange Unified School District
92683,Huntington Beach Union High School District
92688,Capistrano Unified School District
92691,Saddleback Valley Unified School District
92692,Capistrano Unified School District
92694,Capistrano Unified School District
92697,Irvine Unified School District
